time,ROI_001,ROI_002,ROI_003,ROI_004,ROI_005,ROI_006,ROI_007,ROI_008,ROI_009,ROI_010,ROI_011,ROI_012,ROI_013,ROI_014,ROI_015,ROI_016,ROI_017,ROI_018,ROI_019,ROI_020,ROI_021,ROI_022,ROI_023,ROI_024,ROI_025,ROI_026,ROI_027,ROI_028,ROI_029,ROI_030,ROI_031,ROI_032,ROI_033,ROI_034,ROI_035,ROI_036,ROI_037,ROI_038,ROI_039,ROI_040,ROI_041,ROI_042,ROI_043,ROI_044,ROI_045,ROI_046,ROI_047,ROI_048,ROI_049,ROI_050,ROI_051,ROI_052,ROI_053,ROI_054,ROI_055,ROI_056,ROI_057,ROI_058,ROI_059,ROI_060
10,0.12869561476861358,0.5953953880639817,0.047235934390490175,-1.7711449561527897,0.31037068709597754,-0.0655901498501025,0.782548942114948,-0.4492675795874392,-0.8341683857803793,0.512192802421259,0.0698355254411905,-1.1448811229878384,2.1114148202783225,-0.7569582947661053,0.1556476751600736,0.8414885322646417,-0.35974470353783117,-0.607362633644463,0.9971622287136301,0.6577404636587829,0.30623353225984695,0.010859509421258962,-0.4361344230938472,-0.31239723379960693,-1.3937631870239575,1.0193668915906042,1.4200603168304222,-1.1376639451736645,1.6365094015364656,0.43953731913561367,-0.2203256181118326,0.8144782668852377,-0.6235181829015155,-0.08513647032324717,1.4166322625539336,1.3912109235885752,-1.0005331052517603,1.19257881830571,-0.09577590800557137,0.487458871762659,0.1951679228665628,1.2303649735347613,1.6542614487019394,-0.9124090305454938,0.7244983964955198,1.659663124669805,-0.3021608807794971,-1.3651400284494934,0.9583526580849393,-1.507288788109136,-1.28491643279778,-1.6663226095532673,-0.18995757289730025,1.7532879245078552,1.350673996226196,0.357565179474545,-1.0701866167347407,0.8865554283298521,1.4014084987594955,-0.6742025716944129
11,-0.25658832255454744,0.5753062480937298,-0.2811529830194625,-1.1487516806009899,0.7000622635137599,0.009028410268656584,1.3153513750212524,0.3554159809803278,-1.4348566961715732,1.4660565198079483,-0.038742315389121706,-0.9814049959475607,1.3970815162069807,0.22372984486316358,0.19918596577347314,0.11715936594448573,-0.8554767892926558,0.09984277083063929,0.08550735248627167,0.18079590098171888,-0.7515276904177363,-0.17123916059394778,-0.25541514241300556,-0.6341118596762833,-0.8584135902779677,0.9388354753156974,0.2736890390033645,-0.1917832173164461,1.2460770560473724,0.4869648055523904,-1.1140811919862614,-0.43783211397599275,-0.2877289101179693,0.12633274629784513,1.3360680039773698,1.2194504807589372,-0.3356124459672101,0.27516234870429923,-0.4515347658231248,-0.8577952318834879,1.3065690389502378,1.1832171780360448,0.01614428939221424,-0.675780702623179,-0.6192524758541506,1.4503823992176914,-0.7870675591081687,-1.3073202735561709,1.2883128238926413,-1.178054552948248,-0.27348223850351217,-1.1308337830030553,-0.2669499901605242,1.614745420838683,0.6125616881381852,0.6552622075515202,-1.13105503548525,1.016133613988139,1.464087666732004,0.07773331911183701
12,0.23867568025022795,0.2109211543835663,-0.40466793150711816,-0.2562797805432733,0.25038442110779746,0.4966527057999385,1.292398846456499,-0.1427166974541736,-0.667801389671374,0.9388908486443648,0.9660966833003148,-0.538364672233299,0.881068519773903,0.9164859422253685,-0.3632089162657803,0.008029962704714483,-1.5029100238948074,0.4537185620117554,-0.08413560302051759,-1.1994397087401434,-1.115829428118905,-0.43982872440141507,0.06122608112227318,-0.12288425615942591,0.25751994661095445,-0.22949537909736356,-0.3804499807253653,0.6037070574381611,1.3637250879876932,-0.057682831205057475,-0.43989670055917474,-0.9123078202386209,0.2160926401395449,0.5378112862369137,0.3209901642501619,0.72250706335214,0.061457682286669923,-1.001419132792883,-0.8997135396734063,-0.657040659499595,0.7274138237947515,0.4887771501220213,-0.018742490938974475,-0.9963744947112043,-0.8247490948416226,1.5600734782831316,-0.9889183709829288,-1.4217693411219687,1.4553344972154456,-0.30037458721347693,0.7970373360320053,0.046344815160480834,-0.5362221325873185,1.030883401454715,0.041436246450606395,1.1727400912073382,-1.0181561861250175,1.4164728050116258,0.5778443206672454,-0.011350274285844952
13,0.7729893498985737,-1.100780121556048,0.346983569483265,0.4218412414613409,-0.21369153987522027,1.4503041309258855,0.27571666753641655,0.21285336895778006,0.6190710590376894,-0.5755358008043965,0.7589395874470234,-0.09382199079115794,1.0978594453572665,0.9015405336604622,-0.8803808060435527,0.29448841704119105,-1.1702269563557757,0.848734495186111,-0.7057388861557039,-1.7560806315716153,0.05125942171218967,-0.03509510422668151,0.43644493577840615,0.37985530938419954,0.7482181936702119,-0.8774286408357014,-0.5028005274412134,1.8648312517861338,0.6659039634715378,-1.107015100660884,0.12171976288988362,-1.4117712606319326,1.3747928986306417,-0.024120399820861366,0.08589666868853721,0.4120404433773908,0.0742682240227195,-0.9716480559439875,-1.1850232059245027,-0.753951763832534,0.21072102746644855,0.5732500395749298,-1.2082068859085593,-0.649007561377553,-0.04594722085636371,1.5216162686928505,-1.381072577532436,-1.3952335881699471,1.4193132571891198,0.11944659902014393,1.3933244210698126,0.8409834229892444,-0.9429111524996527,0.2597291843691254,-1.4194961178336016,0.9155001302884286,-0.5681573656816232,0.6921618683404349,0.37800647735387843,0.20419421300528312
14,0.9140188282486054,-1.1790565104660864,0.5115850401913135,0.5389672023673681,-0.5706252343489261,1.6233171935201518,0.03991883803258456,0.18339178447424262,0.6416697443517674,-1.3499275174811587,-0.2938928071540897,0.11213036456113806,0.7420049796495876,0.5135150925872258,-0.9108607743246929,-0.6820947135120015,-0.10057670425524035,0.7210365166249464,-0.883039291644067,-1.0613023690319334,0.917213437088104,0.7422389064790376,1.2956087390234219,1.0808203070870666,0.9296282472241045,-1.104574953065387,-0.09642342244041324,0.48015008290062633,-0.5962912088724791,-0.803825180231153,1.2048890035270932,-0.291714022573477,0.9778704213099759,-0.23501226391698393,-0.10958017592514602,0.22478481458224514,-0.03929514207835705,-0.7984990772557992,-0.9958756173992198,-1.2476889685102144,-0.5678916195155197,0.15389985512888707,-1.301693873444023,-0.24876854450867997,0.9737181466584351,1.709667194541536,-1.1563870594047294,-1.3211670610519202,0.8742651686491661,0.8080151167264513,0.504986570683492,1.0684106665768083,-0.6658734891189447,-1.0901035720379695,-0.929036583210573,0.6141024223138032,-0.4297562551447036,0.5513099533521597,0.13256714145597193,-0.7749488668884343
15,1.025014015862044,-0.31012062912971466,1.1941551845278535,-0.5944080569413146,-0.33928897038366207,0.9223959961260637,-0.7509282704798623,-0.08091179294476342,1.0025755702653036,-1.4698804389400857,-0.18415794805197783,0.16622645159990254,0.4882857553961113,-0.22639356255466525,-0.6191433247282141,-0.71729964928951,-0.1340170441208635,0.36856976402349484,-1.2453036916819018,-0.1559307153706841,0.917346371349746,1.662609394725468,0.8006932323628568,1.0215860592186305,1.4491771143852519,-0.9264407866386308,0.13187766338395845,-0.5110717393307537,-0.7489622542117188,-0.959492186993241,0.3606741173409042,0.4653998625482316,0.5908166612924557,-0.490133903200689,-0.5429924763827418,-0.5718900344671504,0.7665280686251441,-0.6311633749535484,-1.1370377506983804,-0.621088564174662,-0.9777910548784716,0.07955004686548459,-1.1668182335832784,-0.43888779397024225,1.0977381925131975,1.4548303484373872,-0.5994441282384163,-1.5592173693560807,0.11492616623609334,1.1756899340485298,-0.8586681342032938,0.2565186974220358,0.19187395094196735,-0.6319519552911727,-0.334983176315489,0.9914764593869182,-0.5621680830125748,-0.21225136885527884,-0.3535850577494448,-0.9355730487668665
16,1.1694419178265025,0.5205087151956347,1.1147657223861336,-1.172293650345781,0.038175004411410224,0.1039595132666011,-1.011872979576739,0.14909856602551064,-0.26542360499348916,-0.34211996394922106,-0.2763437344597314,0.8338133245657381,0.5881197321187247,-1.1762122989985921,-0.9863146638960301,-0.7609694252737587,0.7694836098580277,-0.10299422564780425,-1.3393914719138356,0.7304314017423756,-0.21053222262440213,1.112528397400899,0.43086333001525756,-0.35023872522095195,0.9626595560267337,-0.9977603179004155,1.2446746462238374,-0.9426605052187427,-1.194138523485951,-0.7415330879700932,-0.6453809629278612,0.89408511249907,0.2410982783459002,-0.3097237788119709,-0.23770002208553875,-1.126509947287144,0.627950445126491,-0.09129932723274442,-1.4037279073098827,-0.8466614919009442,-1.2207935999576578,-0.549702605283952,0.03435877834115564,-0.11343936477477806,1.0737791468434257,0.8794870913492036,-0.7953293565450475,-1.552055816184362,-0.8038241840976053,1.8373479196299871,-1.204862686456651,-0.7754796916265752,0.5465269482408253,-0.939250834262545,0.815261843739479,0.7500750767492111,-0.489101276761142,-0.473335052533125,-0.7537184310245311,-0.7475868303508983
17,1.6650635716059219,0.6942611608622921,0.8324732927141956,-1.3723532821322728,0.33307908770752737,-0.20016691755750243,-1.5936408173186865,0.18159270526076532,-0.5421606368298888,0.764483563159784,-0.04030957067967572,0.33909979944905827,0.25419189992930247,-1.1676774866918476,-0.2816800247782918,-1.0062719433467748,1.1374038018135448,-0.9566362552365704,-1.9508644252040703,-0.09195223000779137,-1.0108176033283687,0.6274815717047454,-0.07208543070667381,-0.3601148697137832,0.6715785863608582,-0.07791524131712044,0.9950638413995525,-0.3819149456732636,-0.9771750964921573,-0.31370660008693757,-1.1624292840736994,0.10560945270846525,0.2143523947339439,0.1432292167916244,0.08487911590076538,-1.3451802234592527,0.8214593830165368,0.49898730793363066,-0.8959605285917301,-0.8339271524211094,-0.4826556339152174,-0.319095678489526,0.7755483772129577,-0.08288842001689897,-0.24464909453751674,0.41483762477073716,-0.06387965568171698,-1.2877412989064938,-0.9824712069088707,0.9929068994669522,-0.3163524182223937,-1.2741385349309584,0.8132486406858334,0.035610431120836034,0.6547854541320146,0.889534602033913,0.2877807333653751,-0.9280172148903841,-1.1961827108198557,-0.31734177030978894
18,2.084829994667606,0.26705463128280776,0.3034310975783261,-0.26831061361878406,0.8287666743807071,-0.7148261685954127,-1.1685903727972506,0.2599827581259194,-1.5915518924157461,0.7933993946841557,0.4757954435370163,0.3699866619719191,-0.2286609880444183,-0.9424792096787197,0.422573672334689,-1.2274427436545143,1.1780658883388402,-1.1547097611575974,-1.6489354277529933,-1.236374820154239,-0.9408106784066274,-0.09804843906770369,-0.6453842358468692,-0.8111277681712143,-0.2502269545733852,0.6228097279852486,-0.21050008118879765,0.3503748246947793,-0.7168593830189371,0.6452650169958339,-0.31449749326776444,-1.400459376521889,-0.255581283549844,0.4916811952395219,0.3529350812677666,-0.6793761213720386,0.99411905007148,1.382777705521003,-0.842666535818637,-0.1797353918919623,0.8727462587467151,-0.9541260322188816,0.6724666516203124,0.016927444475149992,-0.3202396199436841,0.3753310215338516,0.33582421271179463,-1.0882669057598693,-1.0476018510832263,1.7633445123922982,0.8937004758380431,-2.0018064104682556,0.6291194200898544,0.4063285396135748,0.3588890904226216,0.7499978764243579,0.2693762465401681,-0.4009886210902466,-1.164315024283526,0.6324808064183298
19,1.8202079593200653,-0.8223886365049368,-0.15970984748325426,0.24180094042681266,0.6241539714621815,-0.399902089390545,-1.2139263411732348,0.01072794347766079,-0.32372882977469597,0.7884032778780963,1.1413557290500338,0.19335929818501527,-0.18299875431025733,-0.05551720748516137,0.7359678497033808,-1.1806117011843116,0.7135501076195594,-0.8706724933080665,-0.8845270932906268,-1.5458832877198703,-0.03742500901307641,-0.4114973419800746,-0.7166943839628888,-0.346265144621811,-0.735751449343242,0.8163929202853971,-0.5360223973754237,1.0200947988504667,-0.24333227885328537,0.618995012262264,1.1652449813086705,-0.7869131458590075,-1.0891275064186123,0.02429246097179885,0.9271621746193537,0.16113720070522985,0.5218313642356281,0.9031535814054759,-0.10066123274921868,-0.26391597738419237,1.2287333307189854,-0.49788513507916515,0.9576220988896043,0.14935264870748147,-0.6229527516162534,0.1809501399876461,0.9391006469183323,-0.9849561663808047,-0.6889414353031478,0.9483338703158816,1.1624872591455904,-1.7259367624199828,0.35348182425791463,1.6594897099528576,-0.2124051799092334,0.3330201172880698,0.14415886141922374,-0.39718955988632104,-1.2478198090470296,0.07292035429527499
20,1.2557522733328255,-0.816099689160039,-0.16886829022966754,0.4661712582116167,-0.13618802909566735,0.36677519466615816,-0.14380014387808,-0.42948929588438717,0.8232482305191865,-0.47678714973210934,0.05458156946570389,0.11506757275450652,0.3084093101920472,0.4003383369516541,0.676170566400921,-1.0152636970819864,0.040191552593597385,-0.6443003486736276,-0.5252855353098722,-0.323436443404984,0.8787688204798928,-0.5960429807591834,-1.3768339573101274,-0.4434782737491127,-1.2384488766226172,0.4980431133756485,-0.761571022730335,1.02769019754564,0.30443268311675353,0.702159659330359,1.4630251806725698,-0.3868077860485204,-1.4516190657666797,-0.3343192557618513,1.2456264272667614,-0.023922791751381026,0.6697714122365557,0.5166302811113299,0.21341884857218724,0.09208024699686435,0.3432227851006937,-0.8612687065018153,1.0694238569760244,0.7361566575417751,-0.30642478198943884,0.24245728038606884,1.1026602254039588,-0.4206667956854462,0.24335784460108975,0.5346142470923138,0.4932925988579088,-0.3027994662552477,-0.6271778182842284,0.9716341400650039,-0.8357103020909908,0.6206428103365718,0.1655655366893652,0.6108755225805875,-0.8708416113959965,-0.33769088793010094
21,1.1008019875409996,0.0011611631163965658,0.12139825443557829,-0.861682352975891,-0.3898621122442891,1.012540432034427,0.5663556755841086,-0.397203359521691,1.3392355173565087,-0.4943484202369344,-0.1087736093622235,-0.7890806322652553,-0.5737032707555927,1.218597061037547,0.8504683610558019,-1.43928494795042,-0.9050790326522802,-0.3379585221229796,-0.5464111717651237,1.199118916591768,0.954771776925015,-0.48697641881907433,-1.0308613541839762,0.5507408548515045,-1.4596399433117337,-0.26182942800333514,0.32621040821089897,-0.7142079520827603,0.23420218330089848,-0.257358824697042,0.013816764474887583,-0.07310567684779584,-1.0457306817622516,-0.8566516210552282,1.4443556057105038,0.4611920959689336,-0.431735282200184,-0.605218392238627,0.8553604620663967,0.43087732891759734,-0.5138144812673549,-1.0676128452164546,0.15458839260569215,0.24831012337695302,0.5539636038164963,-0.18516780240333516,0.6394120001640771,-0.36981898850887307,1.2464068068858998,-0.0029396112165569026,-1.2740701767712612,0.34345782123226387,-1.0375437557652354,1.7078364538822042,-1.0723784241632144,-0.04987348054299967,0.8170408268940883,0.5883227867901347,-1.0659069841692677,-1.0424078992712524
22,1.3723482067033594,1.1101827398377964,0.6452288090875471,-1.0202313536127017,-0.45048950384862646,1.315916147009994,1.2311046252259588,-0.44606506576717797,0.4017791761460122,-0.9478854381588874,-0.13470406302618515,-0.5256069864643478,-0.10436040794732207,0.7113071395923919,0.6272973406925737,-0.6652738290123272,-1.3046866474947598,0.28415828568565893,0.28089356687935874,0.6925384714911512,-0.5172202706523313,0.3432239898548821,-0.7884543517390319,0.09416427688710449,-0.49098596239045866,-1.3472464802795154,1.0711074367111935,-1.388384376388257,1.0037621936590861,-0.5797420696970943,-0.9978189947335158,1.1896487257447768,-0.5490695297226503,-0.39594803286685926,1.5831090720500987,0.9159438675679515,-0.7159616618294853,-0.6362345099629769,0.9560083178477788,0.6192642994995593,-0.9292797534287941,-0.4327899464147903,-0.4453519194685357,0.9719306251804677,0.7457151383668985,-0.43766853047637966,0.5167220044239134,0.13608521874546817,1.4788655343188806,-0.0893331563567869,-0.8645942290146214,1.5904610657548783,-0.9984887059263188,0.5463983347468977,-0.28303138695134933,0.11936006111431616,0.854708092858443,1.0629183669359876,-0.6098699800259899,-0.9959714849784126
