ROI,ROI_001,ROI_002,ROI_003,ROI_004,ROI_005,ROI_006,ROI_007,ROI_008,ROI_009,ROI_010,ROI_011,ROI_012,ROI_013,ROI_014,ROI_015,ROI_016,ROI_017,ROI_018,ROI_019,ROI_020,ROI_021,ROI_022,ROI_023,ROI_024,ROI_025,ROI_026,ROI_027,ROI_028,ROI_029,ROI_030,ROI_031,ROI_032,ROI_033,ROI_034,ROI_035,ROI_036,ROI_037,ROI_038,ROI_039,ROI_040,ROI_041,ROI_042,ROI_043,ROI_044,ROI_045,ROI_046,ROI_047,ROI_048,ROI_049,ROI_050,ROI_051,ROI_052,ROI_053,ROI_054,ROI_055,ROI_056,ROI_057,ROI_058,ROI_059,ROI_060
ROI_011,0.5054878699519155,0.40513546197636874,0.5843240123487108,0.42983215160176913,0.4721434022077872,0.5226649732840059,0.52814186489436,0.36580393619078605,0.33107292741409766,0.40174386573705606,1.0,0.5732622055947442,0.5292298155200729,0.15621225692302382,0.5013287401327988,0.349329002663816,0.5295274537891916,0.738167763576017,0.7034008575745605,0.36781783477139074,0.6332326922142537,0.3108656988249284,0.5486839741560998,0.546956384998662,0.7931782546094631,0.5271151255905971,0.3949510891493536,0.6021461406296823,0.8394354605400083,0.6318763038366659,0.4253282573083627,0.45051903673614996,0.49223399660181333,0.4199427988736558,0.5415341089390476,0.2644132639015855,0.51435916285948,0.3823588663151871,0.5967396374129939,0.6321926962940042,0.4518114315204663,0.45612732241866555,0.5841644742032744,0.5382825810048724,0.47851284984739745,0.4663981118301836,0.6223169346701481,0.6869610514920302,0.6686817411858482,0.42946752447871195,0.24581059270710437,0.3948823158659851,0.6414903354366727,0.6081810698400568,0.37133616360227084,0.48377122250065135,0.4815804340854574,0.5366973033964824,0.2460274538766629,0.21647847932336167
ROI_012,0.3689651787001436,0.3799159949269662,0.5308630729206638,0.5336858463713572,0.6350311923082461,0.49426723778679643,0.30102574174778135,0.3209915140443051,0.546567799169003,0.4877859252715577,0.5732622055947442,1.0,0.49976854121254993,0.4601310522465506,0.35991693743869607,0.6922798491832085,0.6743651384447008,0.43353872551897765,0.7000925998409974,0.3644476642168617,0.4041205197098074,0.35315583321322414,0.7439541082298822,0.5606929153103613,0.40721775148504896,0.3515821850646866,0.42216660263661693,0.4044389578825263,0.6253825357187978,0.543506616417938,0.3642979031227557,0.6115252446815382,0.6296845787897555,0.7480612274477222,0.4555179315275622,0.20050861136134865,0.4748097903799111,0.5783513093936962,0.6571652709417112,0.0,0.45857562070510793,0.604470905704588,0.48174126448018395,0.4009929351716089,0.38575709439726,0.36140907635098735,0.5614311168092023,0.5385939931456871,0.5349833337302248,0.5258916542618779,0.4724989231872495,0.48895546995346534,0.7015942126975586,0.4223887019965649,0.4766604894348593,0.7055518700387573,0.37442374556411134,0.5351644484926872,0.39997048582479977,0.6104077804220677
ROI_013,0.4315123491730183,0.5431253681173426,0.624495512659728,0.625081995568383,0.3874991136820195,0.591099753650004,0.36829649291270417,0.42680284826608117,0.5623649849415041,0.3208091027942025,0.5292298155200729,0.49976854121254993,1.0,0.4827839192462132,0.7592442948721568,0.4297438709152084,0.4422218465952972,0.6050911207335165,0.6752661028371123,0.3864788267034198,0.5333213369292467,0.8046288236605196,0.6453598790587651,0.560500850838781,0.5152179984575743,0.5226351728063936,0.44535708091966897,0.6092107645021074,0.5628895946208635,0.555482471741389,0.35558309026833784,0.6405459503520303,0.8585741645945472,0.5502860413575809,0.6474590520851025,0.35760628070412026,0.5361031470252523,0.626546319360491,0.48691297118796634,0.5972950894760185,0.536773752623512,0.5612403134132594,0.7315161043842497,0.6222163976621236,0.4980026384877769,0.6070446681656296,0.7157015318120856,0.6598166960221881,0.4419240255256827,0.6261431291950779,0.4233648700693821,0.573593045285014,0.49475467464562267,0.48866515917030023,0.29847943054511855,0.6121618437673466,0.3470479953647531,0.5188840629963667,0.6477916520092759,0.5432179492373159
ROI_014,0.6261781895275218,0.6575317161859258,0.5134459688954072,0.5112404043088206,0.4210214800668511,0.38934699174074455,0.5841103938176091,0.5543160086363196,0.7136375428153741,0.4044620659023989,0.15621225692302382,0.4601310522465506,0.4827839192462132,1.0,0.6929646964993776,0.4492956036702137,0.6542359086534761,0.5176231074810946,0.47999000838011296,0.5274772606157511,0.4043295991754437,0.6855203650747813,0.25197239395068793,0.4443167997879794,0.5005262875041414,0.7146855855798656,0.7222536488548896,0.4845905324315403,0.4078707000184717,0.6149356952484907,0.7639213877133838,0.35920586385051656,0.36574085994889916,0.3085762184246036,0.6408477788682485,0.5276863974659862,0.47479957458641964,0.48122695844537805,0.38365897974628366,0.36263165928187147,0.5682714691611318,0.6357274585442071,0.5816469604925737,0.5752505073498975,0.7740685664562028,0.39790943566993753,0.35554309555390046,0.8382443304058104,0.42868419229398175,0.3650680010804909,0.46655124743909626,0.37310884928704524,0.44746391534835356,0.5158743595877846,0.48857782295743724,0.6251758028022582,0.58842815167618,0.4433548205842378,0.4973593020886602,0.6160004047160271
ROI_015,0.4430189000848544,0.6500236103831278,0.17877244561991382,0.5303375224505356,0.45155958702096294,0.6426680635263223,0.6114147200751641,0.8068527294336655,0.4652362195033494,0.5492226466378394,0.5013287401327988,0.35991693743869607,0.7592442948721568,0.6929646964993776,1.0,0.4692617215426009,0.590084997535581,0.5415421781320112,0.38696257132112094,0.3242806952070817,0.600667443089056,0.5477706018867028,0.5149343565137844,0.6750662142710778,0.5282573839236413,0.6686883735890207,0.5492905188430613,0.5834893079149399,0.5743147978011449,0.5492733149732708,0.6401515592839168,0.5308826145343588,0.5283842468944528,0.6086551804247449,0.5745341835295562,0.6244880764798878,0.41689030902077817,0.3920474815627762,0.6115734882639836,0.4902333061595823,0.35782748728748726,0.4826006979833557,0.3940023654436879,0.5539148519834327,0.4141908172380096,0.6424248978366489,0.411190873824956,0.3156220697919708,0.6551007853322137,0.2393414303402972,0.6187860229180128,0.4612614150254443,0.60444183063513,0.4627126786613376,0.431858036152365,0.6201114120706909,0.656190994300737,0.5614573550773652,0.6254260227970349,0.6421607075354078
ROI_016,0.36282332086726615,0.6034893928959281,0.43780167467467473,0.4597405266497821,0.5267167541236599,0.5284832325275579,0.42221431103363466,0.6758805980860281,0.522519458585602,0.41413636204350035,0.349329002663816,0.6922798491832085,0.4297438709152084,0.4492956036702137,0.4692617215426009,1.0,0.7621908106428342,0.4922524645145583,0.5289612453642905,0.36072033028039635,0.616441736614113,0.6598869256511856,0.4879502559774475,0.35080685960796537,0.6610084502482604,0.35009152780047986,0.6991040295841606,0.6598565094394959,0.6984582688256167,0.48723209713317595,0.40483717198964264,0.6401482987453214,0.5472795275839918,0.7754418712232933,0.4566138328903285,0.6789052191439278,0.6565737060469439,0.5046987711775679,0.6446323904750464,0.6038141549483681,0.5218400303577426,0.34300966731419147,0.4318256907421655,0.5581565273975144,0.48094987278953955,0.6383107311352848,0.7208789618649329,0.40769288587125335,0.40345918330890884,0.40571625446200044,0.3939943225783634,0.2912915648616293,0.5035048347573047,0.39498702669236035,0.6852319249410732,0.5066481317748786,0.38639791426626807,0.6379491408801442,0.5897786903792356,0.732616810979901
ROI_017,0.5735589688436317,0.4699831605853835,0.5046283926464225,0.5265197599797562,0.4353662795821272,0.5421305997146582,0.5148117545835466,0.46277911563536017,0.4555211398264505,0.6002899706228824,0.5295274537891916,0.6743651384447008,0.4422218465952972,0.6542359086534761,0.590084997535581,0.7621908106428342,1.0,0.6923614301586677,0.5260934040867954,0.5532566392804039,0.5351761937626742,0.3688573664098529,0.4549057278459362,0.4085436911724686,0.5114344342325635,0.5062099045659373,0.7093927545344048,0.39168037435194236,0.47106111026977004,0.5799108507620382,0.40370399192848266,0.6075757065962925,0.5300501952365811,0.3903541025426133,0.330913008570882,0.5960933818173223,0.5584744124280449,0.6432159991537352,0.7326991368643505,0.41579665454486386,0.5229545966617476,0.42300346225046936,0.42234277692722944,0.5148625517844583,0.45552739398546177,0.6577204499671401,0.3051846853054117,0.7180391141527865,0.5961371441533381,0.4747097326859309,0.5183238544398877,0.610596529706001,0.44538549167190455,0.6292403094961391,0.47712580416359285,0.6180245968578156,0.6069799375167461,0.5833617194397401,0.3872461609299334,0.5449351058888343
ROI_018,0.46878597081196194,0.46858149110026676,0.5030139705527316,0.5001799494939208,0.2674159335980088,0.4061533699789059,0.5052429887952063,0.6624433307264859,0.5843995627631348,0.4661778772914467,0.738167763576017,0.43353872551897765,0.6050911207335165,0.5176231074810946,0.5415421781320112,0.4922524645145583,0.6923614301586677,1.0,0.4896979580441331,0.47853317256024014,0.5634995203066284,0.5363589091812988,0.5246594829462078,0.6134409818888427,0.40566972228486714,0.5136106684361378,0.6451131996103354,0.29818696705247044,0.43200273545249085,0.45384388142602694,0.5894048572542824,0.5498251639573383,0.660270232036485,0.36723568882773566,0.7187092528342278,0.5010358536084866,0.5097397589790222,0.3948982344593391,0.34298894632571486,0.5826004290113606,0.6004933149618035,0.5087253135731213,0.37083961917596725,0.4630708693682644,0.5396849370651234,0.624290088413581,0.47017966934618644,0.5832823610370151,0.6180055522623176,0.44311927062286494,0.6063893591129335,0.5571962477791819,0.6118653706700213,0.31602958712026846,0.7132155843573128,0.2701958557964956,0.5483340604344997,0.7004555788398509,0.42854032546788107,0.3066871394643545
ROI_019,0.5035545453145391,0.29370921335719785,0.3234921706241842,0.7456469372697501,0.30117614842732415,0.6948295624385411,0.49738770355491463,0.22791302205577477,0.592826126420319,0.5681922726886204,0.7034008575745605,0.7000925998409974,0.6752661028371123,0.47999000838011296,0.38696257132112094,0.5289612453642905,0.5260934040867954,0.4896979580441331,1.0,0.73079471827692,0.5618977527938819,0.34236932543938486,0.7815559177376583,0.5232730202326727,0.6648711020136002,0.5214373394405512,0.4034978113304363,0.6151671169659526,0.4853400033062241,0.4036285270483403,0.5694929248323676,0.4058931180468105,0.49961698826180956,0.33208080287893793,0.4282815106205744,0.5111716980900379,0.5418628218223601,0.5585802936661617,0.4555233185896861,0.5747007768118494,0.44064907906504364,0.6595121201707219,0.4271875556295447,0.6824684285973914,0.4851590275473614,0.5173854320375565,0.6089666245355007,0.5544705199099912,0.7403708627389267,0.733166014907477,0.5299825080195575,0.4780991021921802,0.5084896807915465,0.455987263904355,0.4626598270175928,0.43677672010059493,0.5431831753704639,0.5488424543827324,0.4624558051818129,0.3611794883220278
ROI_020,0.46789842552976374,0.39002242192265263,0.6980019650104464,0.4673190053403415,0.6172213626937094,0.47863945692683946,0.5202843781578226,0.674705944229612,0.4958384755796556,0.5256944875015036,0.36781783477139074,0.3644476642168617,0.3864788267034198,0.5274772606157511,0.3242806952070817,0.36072033028039635,0.5532566392804039,0.47853317256024014,0.73079471827692,1.0,0.4558336959764862,0.4619647800667131,0.6593267669278993,0.5360787066639183,0.5802799317905927,0.39221505884049135,0.4762494738796496,0.5687540026125742,0.5767165020412488,0.6008009272548279,0.5776209936672554,0.6468858649157154,0.7457776579635551,0.6040304764833373,0.6666887801594589,0.8271961638824393,0.38078129438901576,0.7211934391020375,0.674562122433563,0.3260534720534206,0.43302293905496286,0.3704432769066637,0.6400449059514047,0.5764177151323953,0.4151455757687908,0.5646608442569253,0.7692074293237479,0.23655661331182004,0.5099741376988892,0.6466946867632571,0.42389467842036277,0.4246958063515372,0.6712495362175173,0.4648009231910102,0.6554541865244473,0.4669160960591098,0.5459591714413266,0.6603370174841652,0.6572599363988031,0.48670049572587626
ROI_021,0.5652266518594414,0.5328315173707694,0.4288812339640369,0.6101123383767768,0.4837655142944607,0.5009210480171999,0.4131481046076766,0.3873417823319152,0.6849586829223321,0.6181353445996631,0.6332326922142537,0.4041205197098074,0.5333213369292467,0.4043295991754437,0.600667443089056,0.616441736614113,0.5351761937626742,0.5634995203066284,0.5618977527938819,0.4558336959764862,1.0,0.6622230502953341,0.6601558425731269,0.43166425437085393,0.4590548110808642,0.40181974664365816,0.6493710105765145,0.5323420184402441,0.4348113615763338,0.5194219212391576,0.4553644190601713,0.6004953970371011,0.46424746599933203,0.39010686268515826,0.44028999085229786,0.3927827146181633,0.35289448513391397,0.8693836550270485,0.4667907419655022,0.46930667392019165,0.563338200775503,0.6920514863586287,0.6630236557615865,0.4587023403978048,0.6885115145693725,0.5823604621763546,0.3993986824873915,0.5636017359349892,0.7125758649803776,0.35812497573715585,0.48337960661606977,0.6420284051011784,0.6713578712069537,0.6060892370351858,0.3325854355633549,0.5466555939811203,0.49731542298376985,0.524712377064505,0.5407435684726419,0.5367714631376493
ROI_022,0.608600328812433,0.4707489831617012,0.6434837911230221,0.3893077998489595,0.6039066818089492,0.24391470995232006,0.509150710588785,0.3277988868267181,0.352133948147716,0.5412503953776892,0.3108656988249284,0.35315583321322414,0.8046288236605196,0.6855203650747813,0.5477706018867028,0.6598869256511856,0.3688573664098529,0.5363589091812988,0.34236932543938486,0.4619647800667131,0.6622230502953341,1.0,0.4505325051487905,0.5801580081938839,0.44675684681902933,0.6044142123932925,0.5163231458661933,0.5322394910867565,0.5555603992079908,0.5463580501667579,0.38466566670617935,0.5422945900919117,0.4735542908400906,0.6617590878024331,0.6080963082070633,0.29493879839937603,0.6734942884529933,0.5021128545264314,0.5263051379160575,0.4206787937469918,0.4804482729773104,0.25650058769849604,0.6002117675363643,0.7390439036086552,0.4568723836404923,0.610466207999181,0.5474150086695029,0.33450497937195633,0.5667172266232309,0.49076578567109774,0.4990068036692992,0.7615574314759994,0.6267473911817316,0.7756041115530793,0.4446604791115838,0.4965793238128419,0.5207130600145266,0.4429746662300185,0.31226109644325756,0.5281511094484652
ROI_023,0.5408709257075546,0.4126558851051595,0.2727371498193796,0.5862384359893812,0.560807299139926,0.542068413397356,0.5836258451193828,0.507371493235162,0.6812992610927608,0.44397348779639945,0.5486839741560998,0.7439541082298822,0.6453598790587651,0.25197239395068793,0.5149343565137844,0.4879502559774475,0.4549057278459362,0.5246594829462078,0.7815559177376583,0.6593267669278993,0.6601558425731269,0.4505325051487905,1.0,0.50524057264967,0.43596818134859744,0.5843563705482553,0.3961632538473224,0.6416488115306028,0.5125505948959735,0.6075157715864242,0.6489690514108802,0.39335679059495104,0.7044926649936708,0.6758204607540945,0.42032839822916956,0.5953718861674565,0.5041642247646544,0.67195480853099,0.6732794236926717,0.5591441898384353,0.4881283838585338,0.5674194567361468,0.5699011195088229,0.47185816758292176,0.2859613052862724,0.4760908588231874,0.6359649638635688,0.48816116429960393,0.2545765221970459,0.3779977850143564,0.5857146875631908,0.44212043027764797,0.4654364805076084,0.37586146859148206,0.5765860749405413,0.5075072249489889,0.6698026035300331,0.7124786754299415,0.5193428616413927,0.5162216214250095
ROI_024,0.6599739776361098,0.5192966575848977,0.6821406753355702,0.44072267313564994,0.40880444624597156,0.44188017798506335,0.7447118274832841,0.3794041066708386,0.5365839230381109,0.39864411625649027,0.546956384998662,0.5606929153103613,0.560500850838781,0.4443167997879794,0.6750662142710778,0.35080685960796537,0.4085436911724686,0.6134409818888427,0.5232730202326727,0.5360787066639183,0.43166425437085393,0.5801580081938839,0.50524057264967,1.0,0.7730396375827454,0.4266535390499016,0.38727125886342667,0.6266729427956462,0.4374217891603816,0.6049527197389664,0.5268393500667274,0.430487819233131,0.44071751833201334,0.4260825544104598,0.44309225735874214,0.5151198023995063,0.5649796257100336,0.7208712540100846,0.4244596104600118,0.5833186780311115,0.6025756157068634,0.34646124461074196,0.3247534958618215,0.6909549011116948,0.4781177089130066,0.6494291495520218,0.6946431439096767,0.47427378252491914,0.40137390980077087,0.3529751991180328,0.6058943738427677,0.5808959409474603,0.5844002559575928,0.6513537378403343,0.679355391454354,0.43547582287710584,0.4768532392499047,0.7153748332653486,0.43248296328490615,0.3439285832265867
